id,overall_qual,year_built,year_remod/add,mas_vnr_area,exter_qual,bsmtfin_sf_1,total_bsmt_sf,1st_flr_sf,gr_liv_area,full_bath,kitchen_qual,totrms_abvgrd,fireplaces,garage_cars,garage_area,saleprice,lifespan,foundation_BrkTil,foundation_CBlock,foundation_PConc,foundation_Slab,foundation_Stone,foundation_Wood,mas_vnr_type_BrkCmn,mas_vnr_type_BrkFace,mas_vnr_type_None,mas_vnr_type_Stone
2102,7,2007,2007,0.0,2,0.0,1316.0,1316,1316,2,2,6,1,2.0,440.0,200141,0,0,0,1,0,0,0,0,0,1,0
1784,7,2007,2007,0.0,2,0.0,1528.0,1528,1528,3,2,6,1,2.0,480.0,235876,0,0,0,1,0,0,0,0,0,1,0
941,5,1900,1993,0.0,1,0.0,760.0,928,2168,2,2,11,0,2.0,576.0,123000,109,1,0,0,0,0,0,0,0,1,0
2699,5,1951,1951,41.0,1,329.0,806.0,1081,1422,1,1,7,1,1.0,288.0,137500,55,0,1,0,0,0,0,0,0,0,1
2127,4,1994,1995,0.0,1,588.0,990.0,990,990,1,1,5,0,0.0,0.0,123600,13,0,0,1,0,0,0,0,0,1,0
2607,6,1965,1965,101.0,1,643.0,1088.0,1324,1324,2,1,6,1,2.0,440.0,160000,41,0,1,0,0,0,0,0,1,0,0
1754,6,2000,2000,0.0,1,0.0,924.0,948,1690,2,1,7,1,2.0,463.0,181000,7,0,0,1,0,0,0,0,0,1,0
1367,5,1955,1995,0.0,1,180.0,825.0,825,825,1,1,4,0,2.0,720.0,125000,53,0,1,0,0,0,0,0,0,1,0
580,6,1968,1968,0.0,1,298.0,727.0,829,1556,1,1,8,0,2.0,441.0,154000,41,0,1,0,0,0,0,0,0,1,0
341,6,1993,1994,0.0,2,944.0,1152.0,1152,1797,2,2,7,1,2.0,616.0,231000,17,0,0,1,0,0,0,0,0,1,0
26,5,1968,1968,0.0,1,775.0,1056.0,1056,1056,1,1,6,1,1.0,304.0,142000,42,0,1,0,0,0,0,0,0,1,0
2667,10,1892,1993,0.0,2,0.0,1107.0,1518,3608,2,3,12,2,3.0,840.0,475000,114,1,0,0,0,0,0,0,0,1,0
2884,8,2005,2006,473.0,2,1573.0,1573.0,1778,1778,2,3,5,1,2.0,495.0,375000,1,0,0,1,0,0,0,0,0,0,1
28,4,1971,1971,0.0,1,432.0,864.0,864,864,1,1,5,1,0.0,0.0,115000,39,0,1,0,0,0,0,0,0,1,0
531,7,2004,2005,0.0,2,410.0,1221.0,1221,1221,2,2,6,0,2.0,400.0,185000,5,0,0,1,0,0,0,0,0,1,0
2189,6,1920,1995,0.0,1,144.0,660.0,740,865,1,1,4,1,1.0,216.0,108500,87,1,0,0,0,0,0,0,0,1,0
2508,7,2005,2005,0.0,2,0.0,600.0,520,1223,2,2,4,0,2.0,480.0,147400,1,0,0,1,0,0,0,0,0,1,0
573,7,1999,1999,218.0,2,549.0,691.0,713,1452,2,2,6,0,2.0,506.0,156000,10,0,0,1,0,0,0,0,1,0,0
1363,5,1915,1978,0.0,1,0.0,880.0,880,1308,2,1,6,0,2.0,400.0,120000,93,1,0,0,0,0,0,0,0,1,0
487,7,2004,2004,0.0,2,241.0,384.0,744,1374,2,2,7,0,2.0,400.0,167000,5,0,0,1,0,0,0,0,0,1,0
1083,7,2005,2006,14.0,2,16.0,1346.0,1504,1504,2,2,7,1,2.0,437.0,191000,3,0,0,1,0,0,0,0,1,0,0
1620,6,1997,1997,0.0,1,0.0,384.0,754,1384,2,1,7,1,2.0,390.0,161500,10,0,0,1,0,0,0,0,0,1,0
1929,5,1955,1975,0.0,1,780.0,1204.0,1411,1411,1,1,7,1,1.0,310.0,130000,52,0,1,0,0,0,0,0,0,1,0
1820,5,1963,1963,0.0,1,630.0,970.0,970,970,1,1,5,0,2.0,624.0,132500,44,0,1,0,0,0,0,0,0,1,0
1398,5,1970,1970,0.0,1,704.0,864.0,904,904,1,2,5,0,3.0,912.0,144000,38,0,0,1,0,0,0,0,0,1,0
2177,5,1979,1979,0.0,1,0.0,0.0,1100,2233,2,1,11,0,2.0,579.0,141000,28,0,0,0,1,0,0,0,0,1,0
2144,4,1972,2006,0.0,1,385.0,385.0,875,875,1,2,5,0,2.0,728.0,117000,35,0,1,0,0,0,0,0,0,1,0
2697,6,1935,1982,0.0,1,490.0,520.0,520,754,1,1,5,0,0.0,0.0,84500,71,0,1,0,0,0,0,0,0,1,0
1403,4,1954,1994,0.0,1,1116.0,1364.0,1663,1663,1,2,6,2,2.0,529.0,256000,54,0,1,0,0,0,0,0,0,1,0
596,5,1965,1965,0.0,1,338.0,925.0,925,925,1,1,5,0,1.0,429.0,117500,44,0,1,0,0,0,0,0,0,1,0
922,5,1940,1950,0.0,2,428.0,728.0,976,1308,1,1,7,2,1.0,256.0,160000,69,1,0,0,0,0,0,0,0,1,0
2065,5,1956,1998,0.0,1,386.0,1240.0,1375,1375,1,1,6,1,1.0,323.0,187000,51,0,1,0,0,0,0,0,0,1,0
1710,8,2003,2003,280.0,2,938.0,1317.0,1217,2385,2,2,7,1,3.0,818.0,350000,4,0,0,1,0,0,0,0,1,0,0
1034,5,1974,1974,0.0,1,0.0,896.0,896,1792,2,1,8,0,2.0,480.0,133000,34,0,1,0,0,0,0,0,0,1,0
1057,8,2007,2007,554.0,2,1728.0,2418.0,2464,2464,2,3,9,1,3.0,650.0,417500,1,0,0,1,0,0,0,0,0,0,1
470,7,2007,2007,130.0,2,988.0,1386.0,1569,1569,2,2,7,1,3.0,660.0,175900,2,0,0,1,0,0,0,0,1,0,0
819,9,2009,2009,242.0,3,1021.0,1555.0,1680,1680,1,3,8,1,3.0,1138.0,323262,0,0,0,1,0,0,0,0,0,0,1
2160,7,2003,2003,0.0,2,699.0,1337.0,1337,1337,2,2,6,0,2.0,531.0,185000,4,0,0,1,0,0,0,0,0,1,0
2552,6,1934,1950,0.0,1,574.0,816.0,816,816,1,1,4,1,1.0,240.0,129800,72,0,1,0,0,0,0,0,0,1,0
41,7,2005,2005,226.0,2,1201.0,1541.0,1541,1541,2,2,7,1,2.0,532.0,220000,5,0,0,1,0,0,0,0,1,0,0
742,4,1935,1995,0.0,1,0.0,884.0,989,1573,1,2,6,0,1.0,240.0,133000,74,1,0,0,0,0,0,0,0,1,0
686,4,1949,1996,0.0,1,0.0,832.0,832,1461,2,1,6,0,1.0,384.0,133500,60,0,1,0,0,0,0,0,0,1,0
314,6,1976,1976,0.0,1,0.0,1958.0,2048,2048,3,1,9,0,2.0,776.0,170000,34,0,1,0,0,0,0,0,0,1,0
1630,6,1993,1994,0.0,1,0.0,903.0,910,1642,2,1,7,1,2.0,392.0,168000,14,0,0,1,0,0,0,0,0,1,0
191,6,1922,1994,0.0,1,283.0,738.0,868,1470,1,1,6,0,2.0,624.0,140750,88,0,1,0,0,0,0,0,0,1,0
1626,6,1999,2003,0.0,1,0.0,938.0,957,2299,3,1,7,1,2.0,482.0,204000,8,0,0,1,0,0,0,0,0,1,0
59,7,2001,2001,180.0,2,0.0,884.0,884,2035,2,2,8,1,2.0,434.0,222500,9,0,0,1,0,0,0,0,1,0,0
2632,5,1962,1962,0.0,1,784.0,925.0,999,999,1,1,6,0,1.0,300.0,134500,44,0,1,0,0,0,0,0,0,1,0
1835,8,2004,2004,0.0,2,851.0,1378.0,1378,1378,2,2,6,1,2.0,540.0,214000,3,0,0,1,0,0,0,0,0,1,0
2675,5,1939,1950,0.0,1,507.0,793.0,793,1118,1,1,5,1,2.0,410.0,119900,67,0,1,0,0,0,0,0,0,1,0
1503,4,1955,1955,270.0,1,133.0,1440.0,1440,1440,2,0,8,0,0.0,0.0,118000,53,0,1,0,0,0,0,0,1,0,0
1963,5,1960,2002,45.0,1,588.0,1010.0,1134,1134,1,1,6,0,1.0,254.0,135000,47,0,1,0,0,0,0,0,1,0,0
1352,6,1923,2000,0.0,1,0.0,833.0,1053,1848,1,2,8,1,2.0,370.0,207000,85,1,0,0,0,0,0,0,0,1,0
1519,6,1925,1950,0.0,1,423.0,1181.0,1390,1694,2,1,7,1,2.0,576.0,136500,83,0,0,1,0,0,0,0,0,1,0
1305,4,1954,2000,0.0,1,0.0,901.0,901,901,1,1,4,0,1.0,281.0,107900,54,0,1,0,0,0,0,0,0,1,0
2014,6,1938,1950,0.0,1,52.0,861.0,861,1409,1,1,6,1,2.0,528.0,126000,69,1,0,0,0,0,0,0,0,1,0
1,6,1960,1960,112.0,1,639.0,1080.0,1656,1656,1,1,7,2,2.0,528.0,215000,50,0,1,0,0,0,0,0,0,0,1
1052,10,2007,2008,272.0,3,1280.0,1682.0,1742,2332,2,3,9,1,3.0,846.0,426000,1,0,0,1,0,0,0,0,0,0,1
622,5,1950,2007,0.0,2,607.0,1113.0,1113,1113,1,2,5,1,1.0,264.0,147000,59,0,1,0,0,0,0,0,0,1,0
913,6,1916,2000,0.0,2,0.0,816.0,1232,1232,1,2,6,1,2.0,440.0,147500,93,1,0,0,0,0,0,0,0,1,0
1058,9,2007,2007,480.0,3,1375.0,1950.0,1950,1950,2,3,7,1,3.0,706.0,383000,1,0,0,1,0,0,0,0,1,0,0
2348,7,1988,1988,102.0,1,929.0,1845.0,1872,1872,2,1,6,1,2.0,604.0,241500,18,0,1,0,0,0,0,0,1,0,0
1527,6,1914,1995,0.0,1,0.0,676.0,676,1264,1,1,6,0,2.0,400.0,147500,94,1,0,0,0,0,0,0,0,1,0
1011,8,2005,2005,130.0,2,16.0,1168.0,1168,2500,3,3,9,1,3.0,683.0,355000,3,0,0,1,0,0,0,0,0,0,1
1332,5,1924,1950,0.0,1,784.0,784.0,784,784,1,2,5,0,0.0,0.0,109500,84,1,0,0,0,0,0,0,0,1,0
709,2,1940,1950,0.0,1,0.0,0.0,612,612,1,1,4,0,1.0,308.0,45000,69,1,0,0,0,0,0,0,0,1,0
209,7,1940,1950,0.0,1,0.0,1032.0,1207,2403,2,1,10,2,1.0,349.0,244400,70,0,1,0,0,0,0,0,0,1,0
619,6,1953,1953,238.0,1,1285.0,1416.0,1644,1644,1,1,7,2,2.0,418.0,167000,56,0,1,0,0,0,0,0,0,0,1
2150,7,2002,2002,214.0,2,0.0,860.0,860,1729,2,2,7,0,2.0,542.0,200000,5,0,0,1,0,0,0,0,1,0,0
2704,5,1936,1950,0.0,1,0.0,830.0,879,879,1,1,4,0,1.0,180.0,80000,70,1,0,0,0,0,0,0,0,1,0
2839,5,1955,1990,0.0,1,167.0,864.0,864,864,1,1,5,0,2.0,572.0,115000,51,0,1,0,0,0,0,0,0,1,0
1242,6,1956,1956,74.0,1,616.0,1196.0,1196,1196,1,1,6,1,1.0,297.0,139000,52,0,1,0,0,0,0,0,1,0,0
2714,6,1978,1978,203.0,1,209.0,672.0,672,1400,1,1,6,1,2.0,440.0,149500,28,0,1,0,0,0,0,0,1,0,0
799,4,1940,1950,0.0,1,0.0,755.0,755,1510,1,1,7,1,1.0,296.0,108000,69,0,1,0,0,0,0,0,0,1,0
1260,4,1900,2000,0.0,1,0.0,0.0,694,1294,2,1,7,0,0.0,0.0,106250,108,1,0,0,0,0,0,0,0,1,0
2107,7,2006,2006,0.0,2,0.0,1240.0,1240,1240,2,2,5,0,3.0,826.0,194000,1,0,0,1,0,0,0,0,0,1,0
2486,5,1962,1962,51.0,1,36.0,988.0,988,988,1,1,6,0,2.0,624.0,129500,44,0,1,0,0,0,0,0,1,0,0
1911,5,1968,1968,0.0,1,0.0,1560.0,1560,1560,2,1,8,0,3.0,792.0,126000,39,0,1,0,0,0,0,0,0,1,0
896,5,1950,1950,0.0,1,1078.0,1078.0,1368,1368,1,1,6,0,1.0,195.0,120000,59,0,1,0,0,0,0,0,0,1,0
272,7,2004,2005,109.0,2,712.0,1473.0,1484,1484,2,2,7,0,2.0,606.0,213000,6,0,0,1,0,0,0,0,1,0,0
2521,8,1980,1980,0.0,2,807.0,1226.0,1226,1226,1,2,4,1,2.0,484.0,190000,26,0,1,0,0,0,0,0,0,1,0
2324,6,1993,1994,112.0,1,705.0,1160.0,1169,1169,2,1,6,1,2.0,402.0,183500,13,0,0,1,0,0,0,0,1,0,0
1953,7,1963,1999,364.0,1,242.0,725.0,1035,1651,2,1,6,2,1.0,276.0,172000,44,0,1,0,0,0,0,0,1,0,0
887,4,1938,1958,0.0,1,690.0,816.0,816,816,1,1,3,1,1.0,288.0,100000,71,0,1,0,0,0,0,0,0,1,0
1479,7,2007,2007,212.0,2,56.0,1564.0,1564,1564,2,2,6,0,3.0,814.0,218836,1,0,0,1,0,0,0,0,0,0,1
1317,6,1905,2000,0.0,1,0.0,482.0,1221,1912,2,1,7,1,2.0,672.0,163000,103,1,0,0,0,0,0,0,0,1,0
1750,7,2006,2006,0.0,2,0.0,1510.0,1525,1525,2,2,6,1,2.0,534.0,206580,1,0,0,1,0,0,0,0,0,1,0
2815,6,2005,2006,0.0,2,0.0,728.0,728,1456,2,2,8,1,2.0,390.0,163990,1,0,0,1,0,0,0,0,0,1,0
2692,5,1910,2004,0.0,0,0.0,396.0,665,1330,1,1,7,0,1.0,390.0,116500,96,1,0,0,0,0,0,0,0,1,0
1090,7,2002,2003,0.0,2,0.0,840.0,840,1720,2,2,7,1,2.0,400.0,188000,6,0,0,1,0,0,0,0,0,1,0
1912,5,1966,1966,87.0,1,602.0,793.0,1280,1280,2,1,6,1,2.0,432.0,175000,41,0,1,0,0,0,0,0,1,0,0
1634,8,1988,1988,0.0,2,248.0,1166.0,1179,1179,2,1,5,0,2.0,480.0,182000,19,0,1,0,0,0,0,0,0,1,0
1974,5,1926,1980,0.0,2,0.0,850.0,960,960,1,1,5,0,2.0,576.0,103000,81,1,0,0,0,0,0,0,0,1,0
1764,10,2001,2002,705.0,3,1282.0,2633.0,2633,2633,2,3,8,2,3.0,804.0,466500,6,0,0,1,0,0,0,0,1,0,0
634,6,1959,1998,0.0,2,708.0,988.0,988,988,2,2,6,0,1.0,297.0,149500,50,0,1,0,0,0,0,0,0,1,0
1683,7,1978,1978,0.0,1,632.0,1061.0,1055,1055,2,1,4,0,1.0,319.0,142500,29,0,1,0,0,0,0,0,0,1,0
2199,5,1926,1950,0.0,1,319.0,1290.0,1422,1422,1,1,6,0,1.0,352.0,136500,81,0,0,1,0,0,0,0,0,1,0
2789,6,1993,1994,0.0,1,338.0,630.0,630,1320,2,1,5,0,2.0,484.0,137000,13,0,0,1,0,0,0,0,0,1,0
1018,7,1988,1988,102.0,2,983.0,1675.0,1688,1688,2,3,6,1,2.0,528.0,226500,20,0,1,0,0,0,0,0,1,0,0
14,7,1990,1990,0.0,1,637.0,1300.0,1341,1341,1,2,5,1,2.0,506.0,171500,20,0,0,1,0,0,0,0,0,1,0
2782,5,1976,1976,0.0,1,483.0,911.0,954,954,1,1,6,0,2.0,576.0,132500,30,0,1,0,0,0,0,0,0,1,0
2626,3,1949,1950,340.0,1,0.0,0.0,1040,1040,2,1,6,0,2.0,400.0,87500,57,0,0,0,1,0,0,0,1,0,0
1175,7,2001,2001,513.0,1,681.0,858.0,872,1789,2,1,7,1,2.0,546.0,223000,7,0,0,1,0,0,0,0,1,0,0
1232,6,1962,2005,237.0,2,0.0,1319.0,1537,1537,1,2,7,1,2.0,462.0,174000,46,0,1,0,0,0,0,0,1,0,0
2590,5,1951,1991,0.0,1,741.0,884.0,884,884,1,1,4,0,1.0,270.0,142000,55,0,1,0,0,0,0,0,0,1,0
2463,8,2006,2006,0.0,2,0.0,1489.0,1489,1489,2,2,7,1,2.0,776.0,232600,0,0,0,1,0,0,0,0,0,1,0
2358,6,1974,1999,99.0,1,663.0,1040.0,1309,1309,1,2,5,1,2.0,484.0,181000,32,0,1,0,0,0,0,0,1,0,0
2911,6,1973,1973,0.0,1,837.0,942.0,1291,2521,2,1,10,1,2.0,576.0,151400,33,0,1,0,0,0,0,0,0,1,0
1699,8,2006,2006,248.0,2,0.0,1626.0,1634,1634,2,2,7,1,3.0,866.0,250000,1,0,0,1,0,0,0,0,0,0,1
115,7,1988,1988,42.0,1,394.0,980.0,980,1714,2,1,7,1,2.0,496.0,196500,22,0,1,0,0,0,0,0,1,0,0
1998,7,1879,1987,0.0,1,0.0,819.0,1312,2454,2,1,8,1,2.0,576.0,185000,128,0,0,1,0,0,0,0,0,1,0
589,6,1969,1969,200.0,1,955.0,1216.0,1216,1216,1,1,5,0,1.0,336.0,113000,40,0,1,0,0,0,0,0,1,0,0
1641,8,2007,2007,0.0,2,945.0,1419.0,1419,1419,2,2,7,1,2.0,567.0,392000,0,0,0,1,0,0,0,0,1,0,0
2821,6,1975,1975,250.0,1,945.0,945.0,980,980,2,1,4,0,0.0,0.0,127500,31,0,1,0,0,0,0,0,1,0,0
1846,6,2000,2000,216.0,2,417.0,756.0,769,1573,2,2,4,0,2.0,440.0,177000,7,0,0,1,0,0,0,0,1,0,0
1805,6,2004,2004,353.0,2,0.0,1158.0,1158,2443,2,2,9,1,3.0,744.0,265000,3,0,0,1,0,0,0,0,1,0,0
1853,8,1998,1998,0.0,2,901.0,1220.0,1220,2362,2,2,8,2,2.0,1105.0,312500,9,0,0,1,0,0,0,0,0,1,0
1321,10,1893,2000,0.0,3,0.0,1237.0,1521,2775,3,2,9,1,2.0,880.0,325000,115,1,0,0,0,0,0,0,0,1,0
564,8,1980,1980,115.0,2,1733.0,2014.0,2014,2014,2,2,6,2,3.0,864.0,275000,29,0,1,0,0,0,0,0,1,0,0
1771,7,1995,1995,290.0,2,565.0,1203.0,1214,2520,2,2,9,1,3.0,721.0,290000,12,0,0,1,0,0,0,0,1,0,0
90,6,1974,2002,250.0,1,126.0,1208.0,1494,1494,2,1,7,2,2.0,461.0,169000,36,0,1,0,0,0,0,1,0,0,0
2684,5,1921,1950,0.0,1,616.0,616.0,616,616,1,1,4,0,1.0,205.0,89000,85,0,1,0,0,0,0,0,0,1,0
13,6,1998,1998,0.0,1,0.0,789.0,789,1465,2,1,7,1,2.0,393.0,180400,12,0,0,1,0,0,0,0,0,1,0
445,8,2003,2004,296.0,2,1124.0,3206.0,1629,1629,2,2,7,1,3.0,880.0,284000,6,0,0,1,0,0,0,0,1,0,0
1914,5,1958,1958,1.0,1,456.0,912.0,912,912,1,1,5,0,1.0,275.0,114500,49,0,1,0,0,0,0,0,0,1,0
2811,7,2005,2006,196.0,2,24.0,1552.0,1552,1552,2,2,7,0,3.0,782.0,212900,1,0,0,1,0,0,0,0,1,0,0
850,7,2001,2002,0.0,2,0.0,1413.0,1430,1430,2,2,6,0,2.0,605.0,187100,8,0,0,1,0,0,0,0,0,1,0
1844,6,1999,1999,1129.0,1,419.0,729.0,729,1458,2,1,5,1,2.0,440.0,176000,8,0,0,1,0,0,0,0,1,0,0
2225,6,1968,1968,0.0,1,813.0,1488.0,1488,1488,2,1,7,2,2.0,552.0,215000,39,0,0,1,0,0,0,0,0,1,0
1477,7,2004,2004,0.0,2,490.0,770.0,770,1582,2,2,6,0,2.0,520.0,185900,4,0,0,1,0,0,0,0,0,1,0
399,4,1970,1970,0.0,1,375.0,864.0,864,864,1,2,5,0,2.0,660.0,120500,39,0,1,0,0,0,0,0,0,1,0
2431,5,2005,2005,0.0,2,0.0,732.0,734,1838,2,1,7,1,2.0,372.0,192140,1,0,0,1,0,0,0,0,0,1,0
1605,5,1982,2008,0.0,2,641.0,816.0,816,816,1,2,5,1,1.0,264.0,130500,26,0,1,0,0,0,0,0,0,1,0
897,4,1945,1950,0.0,1,0.0,0.0,1088,1529,2,1,9,0,1.0,240.0,98000,64,0,0,0,1,0,0,0,0,1,0
1426,9,2008,2008,554.0,2,2085.0,2271.0,2276,2276,2,3,7,2,3.0,1348.0,475000,0,0,0,1,0,0,0,0,0,0,1
2240,5,1920,1950,0.0,1,0.0,961.0,1077,1077,1,1,6,0,1.0,338.0,67000,87,1,0,0,0,0,0,0,0,1,0
1706,8,2007,2007,300.0,2,1288.0,1582.0,1610,2161,1,3,8,1,3.0,789.0,325624,0,0,0,1,0,0,0,0,0,0,1
2252,7,2002,2002,0.0,2,1392.0,1409.0,1409,1409,1,2,4,1,2.0,576.0,245000,5,0,0,1,0,0,0,0,0,1,0
1136,5,2004,2004,0.0,1,646.0,1114.0,1114,1114,1,2,6,0,2.0,576.0,159000,4,0,0,1,0,0,0,0,0,1,0
1877,5,1965,1965,168.0,1,836.0,1073.0,1073,1073,1,1,6,0,2.0,515.0,156000,42,0,1,0,0,0,0,0,1,0,0
424,10,2008,2008,200.0,3,1767.0,3094.0,2402,2402,2,3,10,2,3.0,672.0,555000,1,0,0,1,0,0,0,0,0,0,1
1182,6,1984,1984,0.0,1,660.0,1232.0,1232,1232,2,1,6,0,2.0,516.0,162500,24,0,0,1,0,0,0,0,0,1,0
2750,6,1993,1993,0.0,2,261.0,1344.0,1440,1440,2,2,8,0,4.0,920.0,224500,13,0,0,1,0,0,0,0,0,1,0
1016,6,1950,1950,44.0,1,0.0,1488.0,1488,1488,2,1,6,1,2.0,738.0,133000,58,0,1,0,0,0,0,0,1,0,0
2436,7,2003,2003,0.0,2,0.0,783.0,807,1509,2,2,8,1,2.0,393.0,180000,3,0,0,1,0,0,0,0,0,1,0
1607,5,1982,2005,0.0,1,638.0,845.0,845,845,1,2,6,0,1.0,264.0,134500,26,0,1,0,0,0,0,0,0,1,0
2337,10,2006,2006,1031.0,3,0.0,1410.0,1426,2945,3,2,10,1,3.0,641.0,438780,0,0,0,1,0,0,0,0,1,0,0
1233,6,1962,1962,305.0,1,371.0,1099.0,1431,1431,1,1,6,1,1.0,296.0,165000,46,0,1,0,0,0,0,0,1,0,0
419,5,1967,1967,60.0,1,432.0,892.0,892,892,1,1,5,0,1.0,288.0,100000,42,0,1,0,0,0,0,0,1,0,0
633,7,1960,1960,128.0,1,544.0,1329.0,1329,1329,1,1,5,2,2.0,441.0,176000,49,0,1,0,0,0,0,0,1,0,0
2722,5,1955,1974,0.0,1,306.0,1763.0,1779,1779,1,1,6,1,2.0,454.0,170000,51,0,1,0,0,0,0,0,0,1,0
469,7,2007,2007,130.0,2,0.0,1373.0,1555,1555,2,2,7,1,3.0,660.0,174000,2,0,0,1,0,0,0,0,1,0,0
1365,6,1925,1950,0.0,1,121.0,768.0,788,1236,2,1,6,1,1.0,384.0,127000,83,0,0,1,0,0,0,0,0,1,0
1098,7,1999,1999,0.0,1,0.0,831.0,873,1651,2,1,7,1,2.0,450.0,185900,9,0,0,1,0,0,0,0,0,1,0
711,5,1938,1996,0.0,1,0.0,190.0,886,886,1,1,4,0,1.0,273.0,91300,71,1,0,0,0,0,0,0,0,1,0
2808,6,2003,2003,120.0,2,340.0,1682.0,1700,1700,2,2,7,0,2.0,544.0,200000,3,0,0,1,0,0,0,0,1,0,0
1959,6,1949,1950,320.0,1,196.0,1040.0,1168,1846,2,1,7,1,1.0,315.0,143000,58,0,1,0,0,0,0,0,1,0,0
2720,5,1958,1958,0.0,2,57.0,1052.0,1252,1920,2,2,8,1,2.0,451.0,172500,48,0,1,0,0,0,0,0,0,1,0
2170,4,1963,1963,20.0,1,132.0,1088.0,1088,1088,1,1,4,0,2.0,520.0,110000,44,0,1,0,0,0,0,0,0,0,1
603,4,1957,1957,160.0,1,775.0,1040.0,1362,1362,1,1,6,1,3.0,768.0,140000,52,0,1,0,0,0,0,0,1,0,0
2113,6,2006,2006,0.0,2,24.0,1314.0,1314,1314,2,2,6,1,2.0,440.0,176432,1,0,0,1,0,0,0,0,0,1,0
1146,6,1991,1991,88.0,1,1200.0,1278.0,1294,1294,2,2,6,0,2.0,496.0,179200,17,0,1,0,0,0,0,0,1,0,0
2105,7,2005,2007,80.0,2,925.0,1274.0,1274,1274,2,2,6,0,2.0,508.0,203000,2,0,0,1,0,0,0,0,1,0,0
1786,7,2007,2007,0.0,2,0.0,1689.0,1689,1689,2,2,7,0,3.0,954.0,248328,0,0,0,1,0,0,0,0,0,0,1
961,9,2008,2008,406.0,3,1115.0,1641.0,1641,1641,2,3,7,0,3.0,885.0,316500,1,0,0,1,0,0,0,0,1,0,0
1405,7,1948,1950,0.0,1,0.0,570.0,617,1079,1,1,5,1,1.0,249.0,125600,60,0,1,0,0,0,0,0,0,1,0
1324,5,1959,1959,164.0,1,200.0,984.0,984,984,1,0,5,0,1.0,308.0,110000,49,0,1,0,0,0,0,0,1,0,0
1986,4,1920,1950,0.0,1,250.0,960.0,960,960,1,0,5,0,1.0,308.0,108500,87,0,0,1,0,0,0,0,0,1,0
180,5,1948,2009,0.0,1,780.0,1027.0,1027,1633,1,2,7,1,1.0,240.0,129000,62,1,0,0,0,0,0,0,0,1,0
2896,6,1987,1987,72.0,1,980.0,1112.0,1137,1137,2,2,5,1,2.0,551.0,176000,19,0,1,0,0,0,0,0,1,0,0
668,6,1963,1963,295.0,1,384.0,1380.0,1380,1380,1,1,6,0,1.0,364.0,154000,46,0,1,0,0,0,0,0,1,0,0
1582,6,1986,1986,228.0,2,920.0,1256.0,1256,1256,2,2,6,1,2.0,578.0,180000,22,0,1,0,0,0,0,0,1,0,0
2285,5,1976,1976,0.0,1,874.0,1142.0,1142,1142,1,1,6,1,2.0,528.0,134000,31,0,0,1,0,0,0,0,0,1,0
2079,6,1950,2001,0.0,1,477.0,1202.0,2158,2158,2,2,7,1,2.0,576.0,243000,57,0,1,0,0,0,0,0,0,1,0
2272,8,2002,2003,236.0,2,1300.0,1616.0,1629,1629,2,2,9,1,3.0,808.0,270000,5,0,0,1,0,0,0,0,1,0,0
2250,6,1983,1983,0.0,1,336.0,1084.0,1080,1080,1,1,5,0,2.0,484.0,134000,24,0,0,1,0,0,0,0,0,1,0
502,7,1993,1993,256.0,2,987.0,1347.0,1372,2646,2,2,9,1,3.0,656.0,260000,16,0,0,1,0,0,0,0,1,0,0
2166,7,2006,2006,0.0,2,0.0,738.0,738,1491,2,2,7,1,2.0,484.0,168675,1,0,0,1,0,0,0,0,0,1,0
1622,6,1994,1994,32.0,1,186.0,392.0,924,1694,2,1,7,1,2.0,398.0,160000,13,0,0,1,0,0,0,0,1,0,0
1299,5,1890,1996,0.0,1,0.0,684.0,684,1080,1,2,5,0,0.0,0.0,95000,118,1,0,0,0,0,0,0,0,1,0
832,6,2005,2006,0.0,2,0.0,704.0,704,1422,2,2,7,1,2.0,440.0,173000,4,0,0,1,0,0,0,0,0,1,0
2470,7,2006,2006,0.0,2,0.0,1293.0,1301,1301,2,2,5,1,2.0,572.0,187750,0,0,0,1,0,0,0,0,0,1,0
1017,7,1986,1991,123.0,1,0.0,791.0,1236,2093,2,1,7,1,2.0,542.0,215000,22,0,1,0,0,0,0,0,1,0,0
1384,5,1967,1967,340.0,1,221.0,1073.0,1073,1073,1,1,6,0,1.0,270.0,120000,41,0,1,0,0,0,0,0,1,0,0
1790,7,2005,2006,143.0,2,778.0,1494.0,1506,1506,2,2,7,1,2.0,672.0,249000,2,0,0,1,0,0,0,0,1,0,0
2530,7,1967,1967,264.0,1,553.0,1334.0,1334,1334,2,1,7,0,2.0,477.0,164500,39,0,1,0,0,0,0,0,1,0,0
2893,7,1986,1986,0.0,2,0.0,0.0,1295,1295,2,2,5,0,1.0,312.0,230000,20,0,1,0,0,0,0,0,0,1,0
2027,7,1929,1990,0.0,1,336.0,672.0,672,1344,1,2,6,1,2.0,456.0,140000,78,1,0,0,0,0,0,0,0,1,0
683,5,1952,1952,0.0,1,630.0,732.0,732,732,1,1,4,0,1.0,240.0,118900,57,0,1,0,0,0,0,0,0,1,0
823,8,2008,2008,0.0,2,0.0,1468.0,1468,1468,2,2,6,1,3.0,904.0,239900,1,0,0,1,0,0,0,0,0,1,0
2374,6,1975,1975,0.0,1,727.0,1069.0,1069,1069,2,1,4,1,2.0,440.0,146300,31,0,1,0,0,0,0,0,0,1,0
