id,overall_qual,year_built,year_remod/add,mas_vnr_area,exter_qual,bsmtfin_sf_1,total_bsmt_sf,1st_flr_sf,gr_liv_area,full_bath,kitchen_qual,totrms_abvgrd,fireplaces,garage_cars,garage_area,lifespan,foundation_BrkTil,foundation_CBlock,foundation_PConc,foundation_Slab,foundation_Stone,foundation_Wood,mas_vnr_type_BrkCmn,mas_vnr_type_BrkFace,mas_vnr_type_None,mas_vnr_type_Stone
2387,8,2005,2006,380.0,2,0,1158,1158,2376,3,2.0,9,1,3,853,1,0,0,1,0,0,0,0,1,0,0
2407,7,2005,2006,94.0,2,0,1368,1368,1368,2,2.0,6,1,2,474,1,0,0,1,0,0,0,0,0,0,1
2527,6,1968,1968,420.0,1,404,708,708,1416,2,1.0,7,1,2,776,38,0,1,0,0,0,0,0,1,0,0
2514,7,2003,2003,0.0,2,0,530,530,1080,2,2.0,4,0,2,496,3,0,0,1,0,0,0,0,0,1,0
629,6,1968,1968,216.0,1,0,1392,1392,1392,1,1.0,5,2,2,576,41,0,1,0,0,0,0,0,1,0,0
80,7,1993,2003,0.0,2,402,996,1014,1744,2,2.0,7,0,2,457,17,0,0,1,0,0,0,0,0,1,0
1876,5,1967,1967,196.0,1,695,1214,1214,1214,2,1.0,5,1,1,318,40,0,1,0,0,0,0,0,1,0,0
1546,6,1940,2006,0.0,1,0,720,760,1090,1,1.0,5,0,1,240,68,0,1,0,0,0,0,0,0,1,0
2518,6,1977,1977,0.0,2,767,1208,1208,1208,1,1.0,6,1,2,546,29,0,1,0,0,0,0,0,0,1,0
2347,6,1980,1980,130.0,1,850,988,1102,1102,1,1.0,5,1,2,582,26,0,1,0,0,0,0,0,1,0,0
783,5,1968,2003,0.0,1,1324,1437,1473,1473,1,3.0,5,2,1,452,41,0,1,0,0,0,0,0,0,1,0
1322,2,1920,1950,0.0,0,0,723,723,1086,1,1.0,5,0,2,400,88,1,0,0,0,0,0,0,0,1,0
194,4,1925,1950,0.0,1,188,765,765,765,1,2.0,4,0,1,200,85,1,0,0,0,0,0,0,0,1,0
1770,7,1996,1997,594.0,2,719,1379,1383,2398,2,2.0,8,1,3,834,11,0,0,1,0,0,0,0,1,0,0
2143,5,1972,2000,0.0,1,671,864,864,864,1,3.0,5,0,2,576,35,0,1,0,0,0,0,0,0,1,0
1229,7,1965,1988,288.0,1,454,864,902,1820,1,2.0,8,2,2,492,43,0,1,0,0,0,0,0,0,0,1
511,8,2007,2007,260.0,2,1294,1702,1702,1702,2,2.0,7,1,3,844,2,0,0,1,0,0,0,0,0,0,1
46,7,2009,2010,128.0,2,733,1358,1358,1358,2,2.0,6,1,2,484,1,0,0,1,0,0,0,0,0,0,1
1348,7,1931,1950,0.0,1,0,952,1022,1774,2,1.0,8,2,2,468,77,1,0,0,0,0,0,0,0,1,0
2465,7,2005,2006,0.0,2,0,756,756,1553,2,2.0,6,0,2,615,1,0,0,1,0,0,0,0,0,1,0
387,8,2002,2002,0.0,2,225,972,972,1811,2,2.0,7,1,2,565,7,0,0,1,0,0,0,0,0,1,0
873,7,1997,1998,209.0,2,1111,1417,1417,1417,2,2.0,7,1,2,511,12,0,0,1,0,0,0,0,1,0,0
1918,5,1956,1956,54.0,1,908,1008,1008,1008,1,0.0,6,0,1,308,51,0,1,0,0,0,0,1,0,0,0
2764,8,1992,1992,0.0,2,789,908,927,1915,2,2.0,8,1,2,506,14,0,0,1,0,0,0,0,0,1,0
2184,5,1959,2000,0.0,1,77,960,960,960,1,0.0,4,0,1,392,48,0,1,0,0,0,0,0,0,1,0
934,6,1980,1992,0.0,1,471,561,561,1229,1,2.0,5,1,2,462,29,0,1,0,0,0,0,0,0,1,0
1920,5,1958,1992,0.0,1,846,1056,1056,1056,1,1.0,6,0,1,308,49,0,1,0,0,0,0,0,0,1,0
2631,6,1966,1966,266.0,1,512,660,660,1348,1,1.0,6,1,2,453,40,0,1,0,0,0,0,0,1,0,0
1768,10,1994,1995,1170.0,3,1455,2444,2444,4316,3,3.0,10,2,3,832,13,0,0,1,0,0,0,0,1,0,0
2040,4,1916,1990,0.0,1,197,1196,1196,1196,1,1.0,5,0,2,440,91,0,1,0,0,0,0,0,0,1,0
1749,7,2004,2005,0.0,2,0,847,847,1959,2,2.0,8,1,2,434,3,0,0,1,0,0,0,0,0,1,0
834,7,1992,1993,0.0,2,800,1449,944,1759,2,2.0,7,1,2,525,17,0,0,1,0,0,0,0,0,1,0
1457,7,2001,2001,227.0,2,0,1257,1290,2161,2,2.0,8,1,2,570,7,0,0,1,0,0,0,0,1,0,0
79,6,1984,1984,0.0,1,623,744,752,752,1,1.0,4,0,1,264,26,0,1,0,0,0,0,0,0,1,0
2302,5,1982,1982,0.0,1,546,816,816,816,1,1.0,5,0,1,264,25,0,1,0,0,0,0,0,0,1,0
1817,5,1983,1983,0.0,1,747,840,884,884,1,2.0,5,0,2,504,24,0,1,0,0,0,0,0,0,1,0
2755,7,2005,2006,240.0,2,20,1614,1614,1614,2,2.0,7,0,3,865,1,0,0,1,0,0,0,0,1,0,0
359,6,1994,1995,0.0,1,600,707,707,1516,2,2.0,7,1,2,409,15,0,0,1,0,0,0,0,0,1,0
2059,5,1968,1968,89.0,1,168,876,897,897,1,1.0,5,0,1,264,39,0,1,0,0,0,0,0,1,0,0
2092,7,1990,1991,246.0,2,700,700,1122,2243,2,2.0,8,1,3,746,17,0,1,0,0,0,0,0,1,0,0
2516,8,2001,2002,0.0,2,0,1568,1568,1568,2,2.0,6,1,2,564,5,0,0,1,0,0,0,0,0,1,0
150,5,1952,1952,0.0,1,339,864,1064,1064,1,0.0,4,0,1,318,58,0,1,0,0,0,0,0,0,1,0
1656,5,1969,1969,263.0,1,493,780,780,1620,2,1.0,7,0,2,462,38,0,1,0,0,0,0,0,1,0,0
83,5,1920,1950,0.0,1,0,816,1012,1012,1,1.0,5,0,1,429,90,1,0,0,0,0,0,0,0,1,0
2411,6,2005,2006,0.0,2,28,1316,1316,1316,2,2.0,6,1,2,397,1,0,0,1,0,0,0,0,0,1,0
795,4,1957,1957,0.0,1,0,0,845,845,1,1.0,5,0,1,290,52,0,0,0,1,0,0,0,0,1,0
2312,7,1997,1997,285.0,1,0,964,993,2236,2,2.0,8,1,2,642,9,0,0,1,0,0,0,0,1,0,0
2917,5,1970,1970,0.0,1,553,630,630,630,1,3.0,3,0,0,0,36,0,1,0,0,0,0,0,0,1,0
1624,7,1996,1996,0.0,2,414,691,691,1553,2,2.0,6,0,2,420,11,0,0,1,0,0,0,0,0,1,0
2215,8,1934,1998,0.0,1,428,965,1940,3194,2,1.0,10,2,2,380,73,0,0,1,0,0,0,0,0,1,0
1211,6,1965,1965,0.0,1,892,1136,1136,1136,1,1.0,5,1,1,384,43,0,1,0,0,0,0,0,0,1,0
1485,6,2004,2004,169.0,2,662,848,848,848,1,2.0,4,1,2,420,4,0,0,1,0,0,0,0,1,0,0
1024,6,1976,1976,621.0,1,890,1211,1211,1211,2,2.0,6,1,2,461,32,0,0,1,0,0,0,0,1,0,0
570,6,2008,2008,252.0,2,962,1145,1256,1256,1,2.0,5,1,2,641,1,0,0,1,0,0,0,0,0,0,1
2874,6,1926,1950,0.0,1,374,861,861,1285,1,1.0,6,0,2,506,80,0,0,1,0,0,0,0,0,1,0
700,5,1892,1965,0.0,1,0,994,1378,2372,2,1.0,11,0,1,432,117,0,0,0,0,1,0,0,0,1,0
2756,7,2006,2006,0.0,2,0,1498,1498,1498,2,2.0,5,0,2,675,0,0,0,1,0,0,0,0,0,1,0
2022,6,1918,1995,0.0,1,0,1100,1100,2264,2,1.0,8,0,1,408,89,0,1,0,0,0,0,0,0,1,0
583,7,1973,1973,240.0,1,859,1107,1107,2090,2,1.0,7,2,2,484,36,0,1,0,0,0,0,0,0,0,1
2392,9,2005,2006,286.0,3,998,1175,1182,2324,3,3.0,11,2,3,736,1,0,0,1,0,0,0,0,0,0,1
2424,7,2004,2004,18.0,2,0,1375,1414,1414,2,2.0,6,1,2,398,2,0,0,1,0,0,0,0,1,0,0
212,5,1915,1950,0.0,0,1026,1212,1212,1392,1,1.0,6,0,0,0,95,1,0,0,0,0,0,0,0,1,0
736,5,1925,1997,0.0,1,0,884,884,1348,1,1.0,5,1,1,216,84,1,0,0,0,0,0,0,0,1,0
1610,5,1969,1969,232.0,1,562,784,1168,1968,2,1.0,7,1,2,530,39,0,1,0,0,0,0,0,1,0,0
890,4,1960,1971,0.0,1,399,1014,1149,1149,1,1.0,7,0,1,544,49,0,1,0,0,0,0,0,0,1,0
467,6,2005,2005,0.0,2,0,742,742,1484,2,2.0,8,1,2,390,4,0,0,1,0,0,0,0,0,1,0
578,8,1976,1976,200.0,2,0,392,1487,2499,2,1.0,5,1,2,527,33,0,1,0,0,0,0,0,1,0,0
1747,7,2004,2005,0.0,2,779,835,1119,1119,2,2.0,5,0,2,437,3,0,0,1,0,0,0,0,0,1,0
1149,6,1993,1993,0.0,2,300,1199,1199,1199,2,2.0,5,0,2,530,15,0,0,1,0,0,0,0,0,1,0
2758,6,2006,2006,0.0,2,1576,1836,1846,1846,2,2.0,7,1,2,495,0,0,0,1,0,0,0,0,0,1,0
857,5,1978,2005,90.0,2,646,864,864,864,1,1.0,6,0,1,336,31,0,1,0,0,0,0,0,1,0,0
2219,8,1932,1994,0.0,2,297,853,1549,2727,2,2.0,10,2,2,440,75,0,1,0,0,0,0,0,0,1,0
733,6,1916,1950,0.0,1,0,952,952,952,1,0.0,4,1,1,192,93,1,0,0,0,0,0,0,0,1,0
2909,5,1977,1977,0.0,1,0,264,616,1304,1,1.0,5,1,1,336,29,0,0,1,0,0,0,0,0,1,0
1798,8,2006,2006,0.0,2,0,1088,1088,1959,2,2.0,8,1,3,1025,1,0,0,1,0,0,0,0,0,1,0
235,3,1938,1990,0.0,1,288,972,1052,1610,2,0.0,8,1,1,480,72,0,1,0,0,0,0,0,0,1,0
2366,5,1973,1973,200.0,1,402,765,765,1365,1,2.0,7,1,2,440,33,0,1,0,0,0,0,0,1,0,0
1027,5,1969,1969,0.0,1,280,720,720,1308,1,1.0,7,0,2,484,39,0,1,0,0,0,0,0,0,1,0
1195,5,1965,2005,0.0,2,260,912,925,925,1,1.0,5,0,2,576,43,0,1,0,0,0,0,0,0,1,0
1303,2,1946,1950,0.0,1,0,407,407,407,1,1.0,3,0,1,297,62,1,0,0,0,0,0,0,0,1,0
148,6,1959,1959,432.0,1,734,1244,1580,1580,1,1.0,6,2,2,440,51,0,1,0,0,0,0,0,0,0,1
608,5,1964,1964,144.0,1,998,1292,1292,1292,1,1.0,6,2,2,520,45,0,1,0,0,0,0,0,0,0,1
2515,7,1997,1998,0.0,2,0,569,854,1694,2,2.0,6,1,1,434,9,0,0,1,0,0,0,0,0,1,0
821,8,2008,2008,270.0,2,0,1622,1630,1630,2,3.0,8,1,3,860,1,0,0,1,0,0,0,0,0,0,1
2500,8,1991,1992,284.0,2,0,1288,1301,2417,2,2.0,9,1,2,462,15,0,1,0,0,0,0,0,1,0,0
745,5,1925,1999,0.0,1,0,960,995,995,1,1.0,5,0,1,264,84,1,0,0,0,0,0,0,0,1,0
741,5,1936,1950,0.0,1,0,927,1067,1539,1,1.0,5,0,2,576,73,1,0,0,0,0,0,0,0,1,0
1611,5,1900,1950,0.0,1,0,686,1150,1836,2,1.0,7,0,1,288,108,1,0,0,0,0,0,0,0,1,0
2532,5,1967,1967,0.0,1,400,980,980,980,2,1.0,6,0,1,384,39,0,0,1,0,0,0,0,0,1,0
1081,7,2003,2003,143.0,2,1073,1415,1455,1455,2,2.0,6,1,3,644,5,0,0,1,0,0,0,0,1,0,0
1692,9,2007,2007,456.0,3,1304,1934,1943,2656,2,3.0,8,1,3,1040,0,0,0,1,0,0,0,0,1,0,0
2520,8,1980,1980,0.0,2,860,1036,1036,1036,1,2.0,4,1,2,484,26,0,1,0,0,0,0,0,0,1,0
276,5,1965,1965,0.0,1,0,0,1664,1664,2,1.0,8,0,0,0,45,0,1,0,0,0,0,0,0,1,0
1992,5,1925,1994,0.0,1,0,702,842,1472,1,2.0,6,0,1,250,82,0,0,1,0,0,0,0,0,1,0
663,2,1940,1950,0.0,0,0,416,599,599,1,2.0,4,0,0,0,69,0,0,1,0,0,0,0,0,1,0
418,7,1976,1976,0.0,1,536,836,836,836,1,1.0,5,0,1,345,33,0,1,0,0,0,0,0,0,1,0
1733,6,2006,2007,0.0,2,0,698,698,1746,2,2.0,6,1,3,350,1,0,0,1,0,0,0,0,0,1,0
2359,6,1974,1974,176.0,1,755,1103,1103,1103,2,1.0,6,0,2,462,32,0,1,0,0,0,0,0,1,0,0
253,7,2010,2010,80.0,2,24,1222,1222,1222,2,2.0,6,0,2,615,0,0,0,1,0,0,0,0,0,0,1
1518,5,1939,1997,0.0,1,378,720,1052,2192,2,2.0,8,1,1,240,69,0,0,1,0,0,0,0,0,1,0
2035,6,1937,1950,0.0,1,0,780,780,1375,1,2.0,6,1,1,544,70,0,0,1,0,0,0,0,0,1,0
2919,4,1970,1970,0.0,1,0,546,546,1092,1,1.0,5,0,0,0,36,0,1,0,0,0,0,0,0,1,0
1540,7,1950,2000,0.0,1,435,832,1218,2161,2,2.0,8,2,2,506,58,0,1,0,0,0,0,0,0,1,0
2120,5,1994,1994,0.0,1,550,1022,1022,1022,1,1.0,6,0,2,747,13,0,0,1,0,0,0,0,0,1,0
1674,6,2001,2001,0.0,2,0,1337,1337,1337,2,2.0,5,1,2,511,6,0,0,1,0,0,0,0,0,1,0
256,6,1971,1971,80.0,1,504,1010,1052,1052,1,1.0,6,0,2,440,39,0,1,0,0,0,0,0,1,0,0
2361,4,1970,1970,0.0,1,0,864,864,864,1,1.0,5,0,1,280,36,0,1,0,0,0,0,0,0,1,0
978,4,1970,1970,0.0,1,509,630,630,630,1,1.0,3,0,1,286,39,0,1,0,0,0,0,0,0,1,0
2280,6,1996,1997,134.0,1,16,920,936,936,0,1.0,3,0,2,460,11,0,0,1,0,0,0,0,1,0,0
2095,7,1989,1989,340.0,2,421,807,1175,1982,2,2.0,7,1,2,575,18,0,1,0,0,0,0,0,1,0,0
1709,8,2004,2004,388.0,2,970,1136,1136,2468,2,2.0,10,1,3,872,3,0,0,1,0,0,0,0,1,0,0
2801,7,1998,1998,0.0,1,975,1108,1108,2097,2,2.0,8,1,2,583,8,0,0,1,0,0,0,0,0,1,0
1246,5,1952,1952,52.0,1,148,720,882,882,1,2.0,4,0,1,240,56,0,1,0,0,0,0,0,0,0,1
2373,6,1972,1972,297.0,1,0,483,483,987,1,1.0,5,1,1,288,34,0,1,0,0,0,0,0,1,0,0
1055,8,2007,2007,302.0,2,1012,1582,1582,1582,2,2.0,7,0,3,905,1,0,0,1,0,0,0,0,0,0,1
2017,5,1926,1950,0.0,1,351,756,903,1281,1,2.0,6,0,2,379,81,1,0,0,0,0,0,0,0,1,0
1099,8,1997,1997,1290.0,2,0,1173,1182,2199,2,2.0,9,1,2,516,11,0,0,1,0,0,0,0,1,0,0
1344,5,1945,1995,0.0,1,0,0,808,808,1,1.0,6,0,1,164,63,0,1,0,0,0,0,0,0,1,0
835,5,1967,1967,0.0,1,249,1013,1160,2126,2,1.0,7,0,2,538,42,0,0,1,0,0,0,0,0,1,0
1117,7,2008,2008,256.0,2,0,1417,1428,1428,2,3.0,6,0,2,554,0,0,0,1,0,0,0,0,0,0,1
2043,5,1930,1950,0.0,1,116,672,840,840,1,1.0,5,1,0,0,77,1,0,0,0,0,0,0,0,1,0
2085,5,1984,1984,149.0,2,283,1038,1038,1038,2,1.0,5,0,1,264,23,0,1,0,0,0,0,0,1,0,0
410,6,1976,1976,0.0,1,306,804,804,1548,2,1.0,7,1,2,440,33,0,1,0,0,0,0,0,0,1,0
2650,6,1920,1950,0.0,1,0,648,734,1118,1,1.0,6,0,2,440,86,1,0,0,0,0,0,0,0,1,0
2867,6,1930,1959,0.0,1,0,697,1104,1801,1,1.0,8,1,2,365,76,0,0,1,0,0,0,0,0,1,0
1668,5,1971,1971,0.0,1,412,950,950,950,1,1.0,5,0,1,280,36,0,1,0,0,0,0,0,0,1,0
1161,7,2006,2007,0.0,2,0,625,625,1250,2,2.0,5,0,2,625,2,0,0,1,0,0,0,0,0,1,0
2122,6,1995,1995,0.0,2,334,1200,1200,1200,2,2.0,6,0,2,521,12,0,0,1,0,0,0,0,0,1,0
2539,5,1967,1967,140.0,1,602,1141,1141,1141,1,1.0,6,0,1,568,39,0,0,1,0,0,0,0,1,0,0
1047,6,1977,1977,0.0,1,559,1069,1069,1069,2,1.0,4,0,2,440,31,0,1,0,0,0,0,0,0,1,0
1445,5,1975,1980,0.0,1,280,938,938,938,1,1.0,5,0,1,308,33,0,1,0,0,0,0,0,0,1,0
541,5,2004,2004,0.0,1,0,1114,1114,1114,1,2.0,6,0,0,0,5,0,0,1,0,0,0,0,0,1,0
569,6,2008,2008,280.0,2,0,1726,1726,1726,2,2.0,6,1,2,561,1,0,0,1,0,0,0,0,0,0,1
1276,6,1954,1954,0.0,1,0,832,832,832,1,2.0,4,0,2,528,54,0,1,0,0,0,0,0,0,1,0
918,7,1918,1990,0.0,1,0,600,628,1228,1,1.0,6,1,1,215,91,1,0,0,0,0,0,0,0,1,0
326,5,1999,1999,0.0,1,0,1344,1344,1344,2,1.0,7,1,2,686,11,0,0,1,0,0,0,0,0,1,0
1936,5,1956,2003,0.0,1,114,925,925,925,1,2.0,5,0,1,252,51,0,1,0,0,0,0,0,0,1,0
895,4,1959,1959,0.0,1,332,876,876,876,1,1.0,5,0,1,320,50,0,1,0,0,0,0,0,0,1,0
257,5,1996,1996,0.0,1,870,870,965,965,1,1.0,4,0,2,580,14,0,0,1,0,0,0,0,0,1,0
1241,6,1958,1958,187.0,1,958,1395,1570,1570,1,1.0,5,1,2,441,50,0,1,0,0,0,0,0,1,0,0
1545,6,1926,1998,0.0,1,299,894,919,919,1,1.0,5,0,1,195,82,1,0,0,0,0,0,0,0,1,0
1189,6,1971,2004,144.0,2,656,1258,1258,1258,2,2.0,5,0,2,528,37,0,1,0,0,0,0,0,1,0,0
270,6,2004,2004,169.0,2,662,848,848,848,1,2.0,3,0,2,420,6,0,0,1,0,0,0,0,1,0,0
2066,5,1920,1996,356.0,1,267,671,1567,2654,3,1.0,11,1,2,638,87,0,1,0,0,0,0,0,1,0,0
693,5,1910,1981,0.0,1,0,440,682,1230,1,1.0,5,0,2,440,99,0,0,1,0,0,0,0,0,1,0
1259,5,1922,1950,0.0,1,0,892,1254,1436,1,1.0,7,1,4,1488,86,1,0,0,0,0,0,0,0,1,0
2916,5,1969,1979,194.0,1,119,1104,1360,1360,1,1.0,8,1,1,336,37,0,0,1,0,0,0,0,1,0,0
2321,7,2005,2006,248.0,2,60,1700,1700,2212,2,2.0,9,1,3,773,1,0,0,1,0,0,0,0,1,0,0
1977,5,1922,1950,0.0,1,782,1022,1022,1022,1,0.0,4,1,1,184,85,0,0,1,0,0,0,0,0,1,0
1895,6,1964,1964,212.0,1,54,1130,1374,1374,1,1.0,7,1,1,286,43,0,1,0,0,0,0,0,1,0,0
1240,6,1958,1958,0.0,1,662,1261,1261,1261,1,1.0,6,1,2,433,50,0,1,0,0,0,0,0,0,1,0
85,5,1961,1995,0.0,1,899,1109,1155,1155,1,2.0,6,0,2,576,49,0,1,0,0,0,0,0,0,1,0
1823,4,1961,1961,0.0,1,932,1040,1120,1120,1,0.0,5,0,2,544,46,0,1,0,0,0,0,0,0,1,0
825,8,2007,2008,352.0,2,1359,1838,1838,1838,2,2.0,7,2,2,524,2,0,0,1,0,0,0,0,0,0,1
110,7,2002,2002,0.0,2,833,1492,1492,1492,2,2.0,6,1,2,596,8,0,0,1,0,0,0,0,0,1,0
697,5,1910,2003,0.0,1,0,240,810,1306,1,2.0,6,0,2,472,99,0,1,0,0,0,0,0,0,1,0
2297,5,1971,1971,0.0,1,796,796,796,796,1,1.0,5,0,0,0,36,0,1,0,0,0,0,0,0,1,0
1231,5,1961,1961,136.0,1,572,1144,1144,1144,1,1.0,6,0,2,456,47,0,1,0,0,0,0,0,1,0,0
1355,5,1940,1982,0.0,1,399,883,988,1505,1,1.0,8,0,1,240,68,0,1,0,0,0,0,0,0,1,0
968,9,2006,2006,584.0,3,1260,1838,1838,1838,2,3.0,8,1,3,765,3,0,0,1,0,0,0,0,1,0,0
584,7,1974,1974,0.0,1,560,752,1285,2067,2,2.0,7,2,2,784,35,0,1,0,0,0,0,0,0,1,0
1315,5,1905,2005,0.0,2,0,572,884,1540,1,2.0,7,0,0,0,103,1,0,0,0,0,0,0,0,1,0
1606,5,1982,2003,0.0,1,816,816,816,816,1,1.0,4,0,2,816,26,0,0,1,0,0,0,0,0,1,0
206,5,1963,1963,0.0,0,104,816,816,816,1,1.0,5,0,2,516,47,0,1,0,0,0,0,0,0,1,0
1685,9,2006,2007,378.0,3,1151,1790,1816,1816,2,3.0,7,1,3,730,1,0,0,1,0,0,0,0,0,0,1
2016,5,1930,1992,0.0,1,0,966,1014,1426,1,1.0,6,1,1,230,77,1,0,0,0,0,0,0,0,1,0
869,7,2001,2001,0.0,2,0,944,944,1870,2,2.0,6,0,2,608,8,0,0,1,0,0,0,0,0,1,0
2135,5,1974,1974,0.0,1,663,864,894,894,1,1.0,5,0,2,440,33,0,1,0,0,0,0,0,0,1,0
2346,6,1976,1976,120.0,1,712,796,790,1574,2,1.0,6,1,2,566,30,0,0,1,0,0,0,0,1,0,0
2430,7,2006,2006,45.0,2,1070,1356,1500,1500,2,2.0,6,1,3,648,0,0,0,1,0,0,0,0,1,0,0
2198,5,1926,1950,0.0,1,0,768,789,789,1,1.0,5,0,1,200,81,1,0,0,0,0,0,0,0,1,0
2652,5,1955,1955,0.0,1,576,960,960,960,1,1.0,5,0,2,576,51,0,1,0,0,0,0,0,0,1,0
27,4,1970,1970,0.0,1,804,882,882,882,1,1.0,4,0,2,525,40,0,1,0,0,0,0,0,0,1,0
241,6,2009,2009,0.0,1,36,1212,1212,1212,2,2.0,6,0,2,460,1,0,0,1,0,0,0,0,0,1,0
906,5,1938,1950,88.0,1,832,832,832,1268,1,1.0,7,2,1,250,71,0,0,1,0,0,0,0,1,0,0
1506,5,1938,2007,0.0,1,0,585,585,1053,1,3.0,5,0,0,0,70,0,0,1,0,0,0,0,0,1,0
2098,8,2006,2007,340.0,2,1150,1466,1466,2828,3,2.0,11,1,3,1052,1,0,0,1,0,0,0,0,0,0,1
1435,7,1997,1998,150.0,1,1308,1418,1418,1418,2,2.0,5,1,2,558,11,0,0,1,0,0,0,0,1,0,0
2213,5,1951,1951,0.0,1,0,0,1226,1226,1,1.0,7,1,2,400,56,0,1,0,0,0,0,0,0,1,0
1274,6,1948,1950,0.0,1,315,768,819,1320,2,1.0,5,0,2,576,60,0,1,0,0,0,0,0,0,1,0
743,2,1936,1950,0.0,0,0,264,800,800,1,0.0,4,1,0,0,73,1,0,0,0,0,0,0,0,1,0
1737,7,2007,2007,0.0,2,24,1340,1340,1340,2,2.0,6,0,2,396,0,0,0,1,0,0,0,0,0,1,0
2797,8,1999,1999,261.0,2,920,1090,1090,2214,2,2.0,8,1,3,646,7,0,0,1,0,0,0,0,1,0,0
2185,4,1955,1955,128.0,1,0,0,1152,1152,2,0.0,6,0,0,0,52,0,0,1,0,0,0,1,0,0,0
58,7,2000,2000,0.0,1,250,384,774,1430,2,1.0,7,1,2,400,10,0,0,1,0,0,0,0,0,1,0
830,7,2007,2007,82.0,2,724,1232,1232,1232,2,2.0,6,0,2,632,2,0,0,1,0,0,0,0,0,0,1
808,5,1979,1979,0.0,1,0,0,1535,1535,2,1.0,8,0,2,410,30,0,0,0,1,0,0,0,0,1,0
680,5,1950,1982,0.0,1,180,1208,1136,1904,1,1.0,7,0,1,240,59,0,1,0,0,0,0,0,0,1,0
1153,5,1968,1968,0.0,1,890,890,890,890,1,1.0,5,0,1,308,40,0,1,0,0,0,0,0,0,1,0
1291,6,1915,2005,0.0,2,0,728,728,1456,1,2.0,7,0,1,308,93,1,0,0,0,0,0,0,0,1,0
1818,5,1977,1977,320.0,1,0,0,2020,2020,2,1.0,10,2,2,630,30,0,0,0,1,0,0,0,1,0,0
2161,7,2007,2007,0.0,2,0,738,738,1476,2,2.0,7,0,2,552,0,0,0,1,0,0,0,0,0,1,0
1883,5,1960,1960,66.0,1,0,1065,1065,1065,1,1.0,6,0,2,461,47,0,1,0,0,0,0,1,0,0,0
350,8,2004,2005,0.0,2,1965,2208,2522,2522,2,2.0,8,1,2,564,5,0,0,1,0,0,0,0,0,1,0
2473,6,2005,2006,0.0,1,0,1131,1131,1131,1,2.0,6,0,0,0,1,0,0,1,0,0,0,0,0,1,0
295,5,1950,1991,430.0,1,375,1032,1102,2177,2,1.0,11,0,2,484,60,0,1,0,0,0,0,0,1,0,0
293,6,1919,1990,0.0,1,0,804,1699,2447,2,2.0,10,1,1,336,91,0,0,1,0,0,0,0,0,1,0
859,5,1972,1972,0.0,1,460,864,864,864,1,1.0,5,1,1,338,37,0,1,0,0,0,0,0,0,1,0
288,3,1914,1950,0.0,1,203,864,864,864,1,1.0,5,0,1,200,96,1,0,0,0,0,0,0,0,1,0
1578,5,2006,2007,0.0,1,0,384,754,1394,2,2.0,7,0,2,400,2,0,0,1,0,0,0,0,0,1,0
102,6,2000,2000,1159.0,2,466,756,756,1512,2,2.0,5,0,2,440,10,0,0,1,0,0,0,0,1,0,0
2831,6,2004,2006,50.0,2,0,970,970,1709,2,2.0,7,0,2,380,2,0,0,1,0,0,0,0,0,0,1
1030,6,1976,1976,120.0,1,0,1444,1444,1444,2,1.0,5,1,2,473,32,0,1,0,0,0,0,0,1,0,0
2551,5,1960,1960,88.0,1,632,1248,1248,1248,1,1.0,6,0,1,286,46,0,1,0,0,0,0,0,1,0,0
1286,5,1904,2002,0.0,1,0,650,958,1539,2,2.0,8,1,2,686,104,0,0,1,0,0,0,0,0,1,0
958,9,2007,2008,70.0,2,1022,1620,1620,1620,2,3.0,6,1,3,912,2,0,0,1,0,0,0,0,0,0,1
776,5,1982,1982,0.0,1,672,840,860,860,1,1.0,4,0,2,528,27,0,1,0,0,0,0,0,0,1,0
72,6,2005,2005,0.0,2,1414,1468,1468,1468,2,2.0,6,1,2,528,5,0,0,1,0,0,0,0,0,1,0
2263,8,2007,2007,80.0,2,0,1571,1571,1571,2,2.0,7,1,3,722,0,0,0,1,0,0,0,0,1,0,0
1866,6,1969,1969,0.0,1,973,973,1082,1082,1,1.0,6,0,2,480,38,0,0,1,0,0,0,0,0,1,0
2876,4,1925,1950,0.0,1,0,641,641,641,1,0.0,4,0,1,272,81,1,0,0,0,0,0,0,0,1,0
2146,8,2002,2002,149.0,2,0,1284,1284,2169,2,2.0,7,1,2,647,5,0,0,1,0,0,0,0,1,0,0
103,7,1999,1999,0.0,2,604,696,696,1416,2,2.0,6,0,2,484,11,0,0,1,0,0,0,0,0,1,0
1500,6,2005,2005,80.0,1,459,547,1072,1072,1,1.0,5,0,2,525,3,0,0,1,0,0,0,0,1,0,0
492,6,1999,1999,0.0,1,0,841,892,1675,2,1.0,7,1,2,502,10,0,0,1,0,0,0,0,0,1,0
167,5,1960,1960,0.0,1,588,1175,1175,1175,1,1.0,6,0,2,484,50,0,1,0,0,0,0,0,0,1,0
2597,5,1954,2000,0.0,1,415,833,833,833,1,2.0,4,0,1,326,52,0,1,0,0,0,0,0,0,1,0
2685,5,1922,1950,0.0,1,0,993,1048,1048,1,1.0,5,1,1,280,84,1,0,0,0,0,0,0,0,1,0
1035,6,1969,1969,0.0,1,602,1054,1054,1054,1,1.0,6,0,2,460,39,0,1,0,0,0,0,0,0,1,0
1220,3,1949,1950,0.0,1,0,0,720,720,1,1.0,4,0,1,287,59,0,1,0,0,0,0,0,0,1,0
